STATE.,Percent,Race,Condition,Overall,State.Name
AR,15.56553283,Black,Kidney Disease,15.36377622,ARKANSAS
AR,4.251572122,Hispanic,Kidney Disease,7.323807935,ARKANSAS
AR,NA,Asian,Kidney Disease,0.299397694,ARKANSAS
AR,2.238424004,American Indian or Alaska Native,Kidney Disease,0.578064254,ARKANSAS
AR,NA,Native Hawaian or Pacific Islander,Kidney Disease,1.415434864,ARKANSAS
AR,74.113199,White,Obesity,72.66075071,ARKANSAS
AR,16.72154383,Black,Obesity,15.36377622,ARKANSAS
AR,5.224227815,Hispanic,Obesity,7.323807935,ARKANSAS
AR,0.0602858,Asian,Obesity,0.299397694,ARKANSAS
AR,1.870845862,American Indian or Alaska Native,Obesity,0.578064254,ARKANSAS
AR,0.052187668,Native Hawaian or Pacific Islander,Obesity,1.415434864,ARKANSAS
AR,77.03999645,White,Smoking,72.66075071,ARKANSAS
AR,13.00586786,Black,Smoking,15.36377622,ARKANSAS
AR,4.218676559,Hispanic,Smoking,7.323807935,ARKANSAS
AR,0.719103819,Asian,Smoking,0.299397694,ARKANSAS
AR,0.081282104,Native Hawaian or Pacific Islander,Smoking,1.415434864,ARKANSAS
AR,2.994539349,American Indian or Alaska Native,Smoking,0.578064254,ARKANSAS
CA,58.33237735,White,Senior,37.53562054,CALIFORNIA
CA,5.094451455,Black,Senior,5.515605092,CALIFORNIA
CA,19.33167195,Hispanic,Senior,38.87890447,CALIFORNIA
CA,6.272918248,Asian,Senior,4.561906942,CALIFORNIA
CA,0.382923398,American Indian or Alaska Native,Senior,0.350120923,CALIFORNIA
CA,9.114597953,Native Hawaian or Pacific Islander,Senior,9.819932994,CALIFORNIA
CA,43.78227538,White,Asthma,37.53562054,CALIFORNIA
CA,8.821991532,Black,Asthma,5.515605092,CALIFORNIA
CA,30.27555871,Hispanic,Asthma,38.87890447,CALIFORNIA
CA,11.67945262,Asian,Asthma,4.561906942,CALIFORNIA
CA,0.213482562,Native Hawaian or Pacific Islander,Asthma,9.819932994,CALIFORNIA
CA,0.964822822,American Indian or Alaska Native,Asthma,0.350120923,CALIFORNIA
CA,53.25889247,White,COPD,37.53562054,CALIFORNIA
CA,7.800084335,Black,COPD,5.515605092,CALIFORNIA
CA,26.95646478,Hispanic,COPD,38.87890447,CALIFORNIA
CA,5.852313398,Asian,COPD,4.561906942,CALIFORNIA
CA,0.181786499,Native Hawaian or Pacific Islander,COPD,9.819932994,CALIFORNIA
CA,1.215029807,American Indian or Alaska Native,COPD,0.350120923,CALIFORNIA
CA,30.95112659,White,Diabetes,37.53562054,CALIFORNIA
CA,8.004135841,Black,Diabetes,5.515605092,CALIFORNIA
CA,40.16187651,Hispanic,Diabetes,38.87890447,CALIFORNIA
CA,15.96078211,Asian,Diabetes,4.561906942,CALIFORNIA
CA,0.157431271,Native Hawaian or Pacific Islander,Diabetes,9.819932994,CALIFORNIA
CA,1.023869617,American Indian or Alaska Native,Diabetes,0.350120923,CALIFORNIA
CA,42.91068715,White,Kidney Disease,37.53562054,CALIFORNIA
CA,3.835322547,Black,Kidney Disease,5.515605092,CALIFORNIA
CA,37.47240138,Hispanic,Kidney Disease,38.87890447,CALIFORNIA
CA,10.12894092,Asian,Kidney Disease,4.561906942,CALIFORNIA
CA,0.898815966,American Indian or Alaska Native,Kidney Disease,0.350120923,CALIFORNIA
CA,NA,Native Hawaian or Pacific Islander,Kidney Disease,9.819932994,CALIFORNIA
CA,36.96347026,White,Obesity,37.53562054,CALIFORNIA
CA,8.964510463,Black,Obesity,5.515605092,CALIFORNIA
CA,44.19703404,Hispanic,Obesity,38.87890447,CALIFORNIA
CA,6.478970132,Asian,Obesity,4.561906942,CALIFORNIA
CA,0.627618702,American Indian or Alaska Native,Obesity,0.350120923,CALIFORNIA
CA,0.258537167,Native Hawaian or Pacific Islander,Obesity,9.819932994,CALIFORNIA
CA,42.58040121,White,Smoking,37.53562054,CALIFORNIA
CA,6.775774152,Black,Smoking,5.515605092,CALIFORNIA
CA,35.48835714,Hispanic,Smoking,38.87890447,CALIFORNIA
CA,9.945510692,Asian,Smoking,4.561906942,CALIFORNIA
CA,0.393999674,Native Hawaian or Pacific Islander,Smoking,9.819932994,CALIFORNIA
CA,0.936902587,American Indian or Alaska Native,Smoking,0.350120923,CALIFORNIA
CO,83.64770708,White,Senior,68.31941185,COLORADO
CO,2.635263151,Black,Senior,3.931087636,COLORADO
CO,10.16094817,Hispanic,Senior,21.42129445,COLORADO
CO,0.851333825,Asian,Senior,0.794085705,COLORADO
CO,0.371860495,American Indian or Alaska Native,Senior,0.539183507,COLORADO
CO,1.36437176,Native Hawaian or Pacific Islander,Senior,2.366708786,COLORADO
CO,73.4823886,White,Asthma,68.31941185,COLORADO
CO,4.298907406,Black,Asthma,3.931087636,COLORADO
CO,15.61478621,Hispanic,Asthma,21.42129445,COLORADO
CO,1.852771053,Asian,Asthma,0.794085705,COLORADO
CO,0.286228031,Native Hawaian or Pacific Islander,Asthma,2.366708786,COLORADO
CO,1.29032761,American Indian or Alaska Native,Asthma,0.539183507,COLORADO
CO,78.923505,White,COPD,68.31941185,COLORADO
CO,4.609263982,Black,COPD,3.931087636,COLORADO
CO,10.90578182,Hispanic,COPD,21.42129445,COLORADO
CO,0.958488487,Asian,COPD,0.794085705,COLORADO
CO,0.5760364,Native Hawaian or Pacific Islander,COPD,2.366708786,COLORADO
CO,1.361436384,American Indian or Alaska Native,COPD,0.539183507,COLORADO
CO,66.06764772,White,Diabetes,68.31941185,COLORADO
CO,4.620501103,Black,Diabetes,3.931087636,COLORADO
CO,24.54753492,Hispanic,Diabetes,21.42129445,COLORADO
CO,1.988839134,Asian,Diabetes,0.794085705,COLORADO
CO,0.163465902,Native Hawaian or Pacific Islander,Diabetes,2.366708786,COLORADO
CO,0.406171658,American Indian or Alaska Native,Diabetes,0.539183507,COLORADO
CO,79.61175309,White,Kidney Disease,68.31941185,COLORADO
CO,4.497629426,Black,Kidney Disease,3.931087636,COLORADO
CO,14.22595477,Hispanic,Kidney Disease,21.42129445,COLORADO
CO,0.436617094,Asian,Kidney Disease,0.794085705,COLORADO
CO,0.423207762,American Indian or Alaska Native,Kidney Disease,0.539183507,COLORADO
CO,NA,Native Hawaian or Pacific Islander,Kidney Disease,2.366708786,COLORADO
CO,68.41246877,White,Obesity,68.31941185,COLORADO
CO,4.367850146,Black,Obesity,3.931087636,COLORADO
CO,22.45042333,Hispanic,Obesity,21.42129445,COLORADO
CO,0.688054458,Asian,Obesity,0.794085705,COLORADO
CO,0.897877615,American Indian or Alaska Native,Obesity,0.539183507,COLORADO
CO,0.401485459,Native Hawaian or Pacific Islander,Obesity,2.366708786,COLORADO
CO,66.65408936,White,Smoking,68.31941185,COLORADO
CO,4.609096355,Black,Smoking,3.931087636,COLORADO
CO,21.03041414,Hispanic,Smoking,21.42129445,COLORADO
CO,1.995240905,Asian,Smoking,0.794085705,COLORADO
CO,0.525124172,Native Hawaian or Pacific Islander,Smoking,2.366708786,COLORADO
CO,1.299045701,American Indian or Alaska Native,Smoking,0.539183507,COLORADO
CT,85.10818791,White,Senior,67.51699845,CONNECTICUT
CT,6.447944567,Black,Senior,9.8813236,CONNECTICUT
CT,5.570191877,Hispanic,Senior,15.67425305,CONNECTICUT
CT,0.711928551,Asian,Senior,1.188187979,CONNECTICUT
CT,0.146444471,American Indian or Alaska Native,Senior,0.149518191,CONNECTICUT
CT,1.429524741,Native Hawaian or Pacific Islander,Senior,3.19078242,CONNECTICUT
CT,61.21416187,White,Asthma,67.51699845,CONNECTICUT
CT,12.17047139,Black,Asthma,9.8813236,CONNECTICUT
CT,21.08645136,Hispanic,Asthma,15.67425305,CONNECTICUT
CT,2.467993717,Asian,Asthma,1.188187979,CONNECTICUT
CT,0.187340862,Native Hawaian or Pacific Islander,Asthma,3.19078242,CONNECTICUT
CT,0.357884387,American Indian or Alaska Native,Asthma,0.149518191,CONNECTICUT
CT,78.20257505,White,COPD,67.51699845,CONNECTICUT
CT,6.800230052,Black,COPD,9.8813236,CONNECTICUT
CT,10.79606227,Hispanic,COPD,15.67425305,CONNECTICUT
CT,0.143612571,Asian,COPD,1.188187979,CONNECTICUT
CT,NA,Native Hawaian or Pacific Islander,COPD,3.19078242,CONNECTICUT
CT,1.025739602,American Indian or Alaska Native,COPD,0.149518191,CONNECTICUT
CT,65.78534696,White,Diabetes,67.51699845,CONNECTICUT
CT,15.50863737,Black,Diabetes,9.8813236,CONNECTICUT
CT,13.89431177,Hispanic,Diabetes,15.67425305,CONNECTICUT
CT,3.074015556,Asian,Diabetes,1.188187979,CONNECTICUT
CT,0.066442567,Native Hawaian or Pacific Islander,Diabetes,3.19078242,CONNECTICUT
CT,0.189666947,American Indian or Alaska Native,Diabetes,0.149518191,CONNECTICUT
CT,66.66632869,White,Kidney Disease,67.51699845,CONNECTICUT
CT,16.45253455,Black,Kidney Disease,9.8813236,CONNECTICUT
CT,14.79644591,Hispanic,Kidney Disease,15.67425305,CONNECTICUT
CT,0.674874558,Asian,Kidney Disease,1.188187979,CONNECTICUT
CT,0.185102723,American Indian or Alaska Native,Kidney Disease,0.149518191,CONNECTICUT
CT,NA,Native Hawaian or Pacific Islander,Kidney Disease,3.19078242,CONNECTICUT
CT,67.18733609,White,Obesity,67.51699845,CONNECTICUT
CT,12.86046132,Black,Obesity,9.8813236,CONNECTICUT
CT,16.37760943,Hispanic,Obesity,15.67425305,CONNECTICUT
CT,1.380486356,Asian,Obesity,1.188187979,CONNECTICUT
CT,0.447525555,American Indian or Alaska Native,Obesity,0.149518191,CONNECTICUT
CT,0.071392361,Native Hawaian or Pacific Islander,Obesity,3.19078242,CONNECTICUT
CT,61.85508228,White,Smoking,67.51699845,CONNECTICUT
CT,14.45032412,Black,Smoking,9.8813236,CONNECTICUT
CT,19.7056132,Hispanic,Smoking,15.67425305,CONNECTICUT
CT,1.319544618,Asian,Smoking,1.188187979,CONNECTICUT
CT,0.046846954,Native Hawaian or Pacific Islander,Smoking,3.19078242,CONNECTICUT
CT,0.632506765,American Indian or Alaska Native,Smoking,0.149518191,CONNECTICUT
DE,80.47065975,White,Senior,62.65393709,DELAWARE
DE,14.05189027,Black,Senior,21.50501056,DELAWARE
DE,2.183219732,Hispanic,Senior,9.076614411,DELAWARE
DE,0.476609284,Asian,Senior,0.964933991,DELAWARE
DE,0.382839479,American Indian or Alaska Native,Senior,0.31837977,DELAWARE
DE,1.835301421,Native Hawaian or Pacific Islander,Senior,2.969473246,DELAWARE
DE,64.14903211,White,Asthma,62.65393709,DELAWARE
DE,24.5644925,Black,Asthma,21.50501056,DELAWARE
DE,6.803750456,Hispanic,Asthma,9.076614411,DELAWARE
DE,1.731293729,Asian,Asthma,0.964933991,DELAWARE
DE,0.026491327,Native Hawaian or Pacific Islander,Asthma,2.969473246,DELAWARE
DE,0.887904799,American Indian or Alaska Native,Asthma,0.31837977,DELAWARE
DE,70.53270375,White,COPD,62.65393709,DELAWARE
DE,20.96832733,Black,COPD,21.50501056,DELAWARE
DE,5.067387459,Hispanic,COPD,9.076614411,DELAWARE
DE,0.77942491,Asian,COPD,0.964933991,DELAWARE
DE,0.510795177,Native Hawaian or Pacific Islander,COPD,2.969473246,DELAWARE
DE,0.756389015,American Indian or Alaska Native,COPD,0.31837977,DELAWARE
DE,64.62937416,White,Diabetes,62.65393709,DELAWARE
DE,26.54740783,Black,Diabetes,21.50501056,DELAWARE
DE,4.632536633,Hispanic,Diabetes,9.076614411,DELAWARE
DE,1.643640938,Asian,Diabetes,0.964933991,DELAWARE
DE,0.210316842,Native Hawaian or Pacific Islander,Diabetes,2.969473246,DELAWARE
DE,0.787694322,American Indian or Alaska Native,Diabetes,0.31837977,DELAWARE
DE,64.56171988,White,Kidney Disease,62.65393709,DELAWARE
DE,31.17010708,Black,Kidney Disease,21.50501056,DELAWARE
DE,2.146632543,Hispanic,Kidney Disease,9.076614411,DELAWARE
DE,NA,Asian,Kidney Disease,0.964933991,DELAWARE
DE,0.415434699,American Indian or Alaska Native,Kidney Disease,0.31837977,DELAWARE
DE,0.156613345,Native Hawaian or Pacific Islander,Kidney Disease,2.969473246,DELAWARE
DE,65.37054821,White,Obesity,62.65393709,DELAWARE
DE,25.34147327,Black,Obesity,21.50501056,DELAWARE
DE,5.636176795,Hispanic,Obesity,9.076614411,DELAWARE
DE,1.374982155,Asian,Obesity,0.964933991,DELAWARE
DE,0.617521359,American Indian or Alaska Native,Obesity,0.31837977,DELAWARE
DE,0.069845627,Native Hawaian or Pacific Islander,Obesity,2.969473246,DELAWARE
DE,67.79028771,White,Smoking,62.65393709,DELAWARE
DE,21.61900045,Black,Smoking,21.50501056,DELAWARE
DE,7.530081965,Hispanic,Smoking,9.076614411,DELAWARE
DE,0.916480473,Asian,Smoking,0.964933991,DELAWARE
DE,0.156510602,Native Hawaian or Pacific Islander,Smoking,2.969473246,DELAWARE
DE,0.476333698,American Indian or Alaska Native,Smoking,0.31837977,DELAWARE
DC,34.8518285,White,Senior,36.29345886,DISTRICT OF COLUMBIA
DC,56.81483817,Black,Senior,46.06558383,DISTRICT OF COLUMBIA
DC,4.790615805,Hispanic,Senior,10.90025099,DISTRICT OF COLUMBIA
DC,0.839375788,Asian,Senior,1.177066989,DISTRICT OF COLUMBIA
DC,0.312631358,American Indian or Alaska Native,Senior,0.200000584,DISTRICT OF COLUMBIA
DC,1.293873476,Native Hawaian or Pacific Islander,Senior,2.693945052,DISTRICT OF COLUMBIA
DC,34.0922224,White,Asthma,36.29345886,DISTRICT OF COLUMBIA
DC,46.90750027,Black,Asthma,46.06558383,DISTRICT OF COLUMBIA
DC,11.07981989,Hispanic,Asthma,10.90025099,DISTRICT OF COLUMBIA
DC,1.99818806,Asian,Asthma,1.177066989,DISTRICT OF COLUMBIA
DC,0.130173776,Native Hawaian or Pacific Islander,Asthma,2.693945052,DISTRICT OF COLUMBIA
DC,2.260772333,American Indian or Alaska Native,Asthma,0.200000584,DISTRICT OF COLUMBIA
DC,15.66008024,White,COPD,36.29345886,DISTRICT OF COLUMBIA
DC,72.72446815,Black,COPD,46.06558383,DISTRICT OF COLUMBIA
DC,4.507810482,Hispanic,COPD,10.90025099,DISTRICT OF COLUMBIA
DC,2.285365274,Asian,COPD,1.177066989,DISTRICT OF COLUMBIA
DC,NA,Native Hawaian or Pacific Islander,COPD,2.693945052,DISTRICT OF COLUMBIA
DC,1.840878392,American Indian or Alaska Native,COPD,0.200000584,DISTRICT OF COLUMBIA
DC,10.43776827,White,Diabetes,36.29345886,DISTRICT OF COLUMBIA
DC,75.79150326,Black,Diabetes,46.06558383,DISTRICT OF COLUMBIA
DC,10.20058415,Hispanic,Diabetes,10.90025099,DISTRICT OF COLUMBIA
DC,0.934808735,Asian,Diabetes,1.177066989,DISTRICT OF COLUMBIA
DC,0.128937824,Native Hawaian or Pacific Islander,Diabetes,2.693945052,DISTRICT OF COLUMBIA
DC,1.122080967,American Indian or Alaska Native,Diabetes,0.200000584,DISTRICT OF COLUMBIA
DC,16.73689114,White,Kidney Disease,36.29345886,DISTRICT OF COLUMBIA
DC,71.06295295,Black,Kidney Disease,46.06558383,DISTRICT OF COLUMBIA
DC,9.806446542,Hispanic,Kidney Disease,10.90025099,DISTRICT OF COLUMBIA
DC,NA,Asian,Kidney Disease,1.177066989,DISTRICT OF COLUMBIA
DC,0.593034052,American Indian or Alaska Native,Kidney Disease,0.200000584,DISTRICT OF COLUMBIA
DC,NA,Native Hawaian or Pacific Islander,Kidney Disease,2.693945052,DISTRICT OF COLUMBIA
DC,21.0942172,White,Obesity,36.29345886,DISTRICT OF COLUMBIA
DC,61.22113464,Black,Obesity,46.06558383,DISTRICT OF COLUMBIA
DC,12.85568243,Hispanic,Obesity,10.90025099,DISTRICT OF COLUMBIA
DC,1.164487072,Asian,Obesity,1.177066989,DISTRICT OF COLUMBIA
DC,1.579540389,American Indian or Alaska Native,Obesity,0.200000584,DISTRICT OF COLUMBIA
DC,0.189013292,Native Hawaian or Pacific Islander,Obesity,2.693945052,DISTRICT OF COLUMBIA
DC,21.51212862,White,Smoking,36.29345886,DISTRICT OF COLUMBIA
DC,64.44884056,Black,Smoking,46.06558383,DISTRICT OF COLUMBIA
DC,6.007163747,Hispanic,Smoking,10.90025099,DISTRICT OF COLUMBIA
DC,1.61093845,Asian,Smoking,1.177066989,DISTRICT OF COLUMBIA
DC,0.094498441,Native Hawaian or Pacific Islander,Smoking,2.693945052,DISTRICT OF COLUMBIA
DC,3.425539962,American Indian or Alaska Native,Smoking,0.200000584,DISTRICT OF COLUMBIA
FL,74.47968158,White,Senior,54.36211495,FLORIDA
FL,8.095754673,Black,Senior,15.39281777,FLORIDA
FL,14.77271234,Hispanic,Senior,25.1686281,FLORIDA
FL,0.388750747,Asian,Senior,0.538213671,FLORIDA
FL,0.159121596,American Indian or Alaska Native,Senior,0.192274652,FLORIDA
FL,1.382505191,Native Hawaian or Pacific Islander,Senior,2.161918608,FLORIDA
FL,52.10418533,White,Asthma,54.36211495,FLORIDA
FL,14.580414,Black,Asthma,15.39281777,FLORIDA
FL,29.66509309,Hispanic,Asthma,25.1686281,FLORIDA
FL,1.088188703,Asian,Asthma,0.538213671,FLORIDA
FL,0.032717866,Native Hawaian or Pacific Islander,Asthma,2.161918608,FLORIDA
FL,1.215326773,American Indian or Alaska Native,Asthma,0.192274652,FLORIDA
FL,68.22743671,White,COPD,54.36211495,FLORIDA
